path,filename,label,cluster
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_129.jpg,Apple Braeburn_129.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_13.jpg,Apple Braeburn_13.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_130.jpg,Apple Braeburn_130.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_131.jpg,Apple Braeburn_131.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_132.jpg,Apple Braeburn_132.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_133.jpg,Apple Braeburn_133.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_134.jpg,Apple Braeburn_134.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_135.jpg,Apple Braeburn_135.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_136.jpg,Apple Braeburn_136.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_137.jpg,Apple Braeburn_137.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_138.jpg,Apple Braeburn_138.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_139.jpg,Apple Braeburn_139.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_14.jpg,Apple Braeburn_14.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_140.jpg,Apple Braeburn_140.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_141.jpg,Apple Braeburn_141.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_142.jpg,Apple Braeburn_142.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_143.jpg,Apple Braeburn_143.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_144.jpg,Apple Braeburn_144.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_145.jpg,Apple Braeburn_145.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_146.jpg,Apple Braeburn_146.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_147.jpg,Apple Braeburn_147.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_148.jpg,Apple Braeburn_148.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_149.jpg,Apple Braeburn_149.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_15.jpg,Apple Braeburn_15.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_150.jpg,Apple Braeburn_150.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_151.jpg,Apple Braeburn_151.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_152.jpg,Apple Braeburn_152.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_153.jpg,Apple Braeburn_153.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_154.jpg,Apple Braeburn_154.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_155.jpg,Apple Braeburn_155.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_156.jpg,Apple Braeburn_156.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_157.jpg,Apple Braeburn_157.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_158.jpg,Apple Braeburn_158.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_159.jpg,Apple Braeburn_159.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_16.jpg,Apple Braeburn_16.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_160.jpg,Apple Braeburn_160.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_161.jpg,Apple Braeburn_161.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_162.jpg,Apple Braeburn_162.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_163.jpg,Apple Braeburn_163.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_164.jpg,Apple Braeburn_164.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_165.jpg,Apple Braeburn_165.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_166.jpg,Apple Braeburn_166.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_167.jpg,Apple Braeburn_167.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_168.jpg,Apple Braeburn_168.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_169.jpg,Apple Braeburn_169.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_17.jpg,Apple Braeburn_17.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_170.jpg,Apple Braeburn_170.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_171.jpg,Apple Braeburn_171.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_172.jpg,Apple Braeburn_172.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_173.jpg,Apple Braeburn_173.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_174.jpg,Apple Braeburn_174.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_175.jpg,Apple Braeburn_175.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_176.jpg,Apple Braeburn_176.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_177.jpg,Apple Braeburn_177.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_178.jpg,Apple Braeburn_178.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_179.jpg,Apple Braeburn_179.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_18.jpg,Apple Braeburn_18.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_180.jpg,Apple Braeburn_180.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_181.jpg,Apple Braeburn_181.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_182.jpg,Apple Braeburn_182.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_183.jpg,Apple Braeburn_183.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_184.jpg,Apple Braeburn_184.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_185.jpg,Apple Braeburn_185.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_186.jpg,Apple Braeburn_186.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_187.jpg,Apple Braeburn_187.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_188.jpg,Apple Braeburn_188.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_189.jpg,Apple Braeburn_189.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_19.jpg,Apple Braeburn_19.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_190.jpg,Apple Braeburn_190.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_191.jpg,Apple Braeburn_191.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_192.jpg,Apple Braeburn_192.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_193.jpg,Apple Braeburn_193.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_194.jpg,Apple Braeburn_194.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_195.jpg,Apple Braeburn_195.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_196.jpg,Apple Braeburn_196.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_197.jpg,Apple Braeburn_197.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_198.jpg,Apple Braeburn_198.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_199.jpg,Apple Braeburn_199.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_2.jpg,Apple Braeburn_2.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_20.jpg,Apple Braeburn_20.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_200.jpg,Apple Braeburn_200.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_201.jpg,Apple Braeburn_201.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_202.jpg,Apple Braeburn_202.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_203.jpg,Apple Braeburn_203.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_204.jpg,Apple Braeburn_204.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_205.jpg,Apple Braeburn_205.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_206.jpg,Apple Braeburn_206.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_207.jpg,Apple Braeburn_207.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_208.jpg,Apple Braeburn_208.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_209.jpg,Apple Braeburn_209.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_21.jpg,Apple Braeburn_21.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_210.jpg,Apple Braeburn_210.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_211.jpg,Apple Braeburn_211.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_212.jpg,Apple Braeburn_212.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_213.jpg,Apple Braeburn_213.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_214.jpg,Apple Braeburn_214.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_215.jpg,Apple Braeburn_215.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_216.jpg,Apple Braeburn_216.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_217.jpg,Apple Braeburn_217.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_218.jpg,Apple Braeburn_218.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_219.jpg,Apple Braeburn_219.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_22.jpg,Apple Braeburn_22.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_220.jpg,Apple Braeburn_220.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_221.jpg,Apple Braeburn_221.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_222.jpg,Apple Braeburn_222.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_223.jpg,Apple Braeburn_223.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_224.jpg,Apple Braeburn_224.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_225.jpg,Apple Braeburn_225.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_226.jpg,Apple Braeburn_226.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_227.jpg,Apple Braeburn_227.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_228.jpg,Apple Braeburn_228.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_229.jpg,Apple Braeburn_229.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_23.jpg,Apple Braeburn_23.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_230.jpg,Apple Braeburn_230.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_231.jpg,Apple Braeburn_231.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_232.jpg,Apple Braeburn_232.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_233.jpg,Apple Braeburn_233.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_234.jpg,Apple Braeburn_234.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_235.jpg,Apple Braeburn_235.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_236.jpg,Apple Braeburn_236.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_237.jpg,Apple Braeburn_237.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_238.jpg,Apple Braeburn_238.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_239.jpg,Apple Braeburn_239.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_24.jpg,Apple Braeburn_24.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_240.jpg,Apple Braeburn_240.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_241.jpg,Apple Braeburn_241.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_242.jpg,Apple Braeburn_242.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_243.jpg,Apple Braeburn_243.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_244.jpg,Apple Braeburn_244.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_245.jpg,Apple Braeburn_245.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_246.jpg,Apple Braeburn_246.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_247.jpg,Apple Braeburn_247.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_248.jpg,Apple Braeburn_248.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_249.jpg,Apple Braeburn_249.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_25.jpg,Apple Braeburn_25.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_250.jpg,Apple Braeburn_250.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_251.jpg,Apple Braeburn_251.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_252.jpg,Apple Braeburn_252.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_253.jpg,Apple Braeburn_253.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_254.jpg,Apple Braeburn_254.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_255.jpg,Apple Braeburn_255.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_256.jpg,Apple Braeburn_256.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_257.jpg,Apple Braeburn_257.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_258.jpg,Apple Braeburn_258.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_259.jpg,Apple Braeburn_259.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_26.jpg,Apple Braeburn_26.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_260.jpg,Apple Braeburn_260.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_261.jpg,Apple Braeburn_261.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_262.jpg,Apple Braeburn_262.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_263.jpg,Apple Braeburn_263.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_264.jpg,Apple Braeburn_264.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_265.jpg,Apple Braeburn_265.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_266.jpg,Apple Braeburn_266.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_267.jpg,Apple Braeburn_267.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_268.jpg,Apple Braeburn_268.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_269.jpg,Apple Braeburn_269.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_27.jpg,Apple Braeburn_27.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_270.jpg,Apple Braeburn_270.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_271.jpg,Apple Braeburn_271.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_272.jpg,Apple Braeburn_272.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_273.jpg,Apple Braeburn_273.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_274.jpg,Apple Braeburn_274.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_275.jpg,Apple Braeburn_275.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_276.jpg,Apple Braeburn_276.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_277.jpg,Apple Braeburn_277.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_278.jpg,Apple Braeburn_278.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_279.jpg,Apple Braeburn_279.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_28.jpg,Apple Braeburn_28.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_280.jpg,Apple Braeburn_280.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_281.jpg,Apple Braeburn_281.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_282.jpg,Apple Braeburn_282.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_283.jpg,Apple Braeburn_283.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_284.jpg,Apple Braeburn_284.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_285.jpg,Apple Braeburn_285.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_286.jpg,Apple Braeburn_286.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_287.jpg,Apple Braeburn_287.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_288.jpg,Apple Braeburn_288.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_289.jpg,Apple Braeburn_289.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_29.jpg,Apple Braeburn_29.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_290.jpg,Apple Braeburn_290.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_291.jpg,Apple Braeburn_291.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_292.jpg,Apple Braeburn_292.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_293.jpg,Apple Braeburn_293.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_294.jpg,Apple Braeburn_294.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_295.jpg,Apple Braeburn_295.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_296.jpg,Apple Braeburn_296.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_297.jpg,Apple Braeburn_297.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_298.jpg,Apple Braeburn_298.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_299.jpg,Apple Braeburn_299.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_3.jpg,Apple Braeburn_3.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_30.jpg,Apple Braeburn_30.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_300.jpg,Apple Braeburn_300.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_301.jpg,Apple Braeburn_301.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_302.jpg,Apple Braeburn_302.jpg,Apple Braeburn,22
data\raw\fruits\train\Apple Braeburn\Apple Braeburn_303.jpg,Apple Braeburn_303.jpg,Apple Braeburn,22
